AccountNumber,DealNumber,Total_Amount,Total_Discount,Net_Total_Amount,Age in Days,Setup,Product,Deals_Per_Account
273901,873991,2931.0,0.0,2931.0,214.0,$0.00,Amnesty Listing B,1
273918,451107,732.72,97.68,635.04,883.0,$49.99,Online Presence Package B,1
274001,20225373,365.96999999999997,0.0,365.96999999999997,30.0,$1.00,Amnesty Listing B,1
274018,633528,2198.16,0.0,2198.16,579.0,$1.00,Winback Listing B,1
274026,20032212,1319.94,593.97,725.97,31.0,$1.00,Winback Listing Easy Start B,1
274038,452342,1465.44,30.53,1434.91,883.0,$49.99,Online Presence Package B,1
274043,452641,1465.44,0.0,1465.44,883.0,$49.99,Online Presence Package B,1
274074,20133297,548.97,164.7,384.27,31.0,$1.00,Winback Listing B,1
274080,20241594,243.99,0.0,243.99,33.0,$49.99,Amnesty Listing B,1
274083,452536,1465.44,0.0,1465.44,883.0,$49.99,Online Presence Package B,1
274092,20111099,487.98,292.78,195.2,31.0,$0.00,Winback Listing Easy Start B,2
274092,20182597,487.98,0.0,487.98,31.0,$1.00,Winback Listing B,2
274100,20002964,439.98,274.98,165.0,61.0,$49.99,Winback Listing B,1
274108,969982,365.99,0.0,365.99,98.0,$49.99,Online Presence Package B,1
274123,776335,1343.3200000000002,116.01,1227.31,365.0,$1.01,Winback Listing B,1
274133,863941,182.99,0.0,182.99,214.0,$1.01,Winback Listing B,1
274153,453444,488.48,0.0,488.48,883.0,$49.99,Online Presence Package B,1
274163,452808,549.54,383.70000000000005,165.84,898.0,$24.99,Winback Listing B,1
274199,20077054,2927.92,988.17,1939.75,28.0,$1.00,Winback Listing Easy Start B,1
274222,453534,1343.3200000000002,36.63,1306.69,883.0,$49.99,Online Presence Package B,1
274223,453550,2198.16,0.0,2198.16,883.0,$49.99,Online Presence Package B,1
274362,454858,1465.44,0.0,1465.44,883.0,$1.00,Online Presence Package B,1
274381,455026,1465.44,122.12,1343.3200000000002,883.0,$49.99,Online Presence Package B,1
274384,20135707,2561.9300000000003,988.17,1573.76,29.0,$49.00,Winback Listing Easy Start B,1
274385,455048,1465.44,0.0,1465.44,883.0,$1.00,Online Presence Package B,1
274399,455149,183.18,0.0,183.18,893.0,$1.00,Online Presence Package B,2
